par_4_26,par_4_25,80.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_25,par_4_24,209.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_24,par_4_23,99.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_23,par_4_22,103.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_22,par_4_21,89.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_21,par_4_20,90.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_20,par_4_19,74.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_19,par_4_18,112.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_18,par_4_17,84.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_17,par_4_16,111.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_16,par_4_15,49.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_15,par_4_14,107.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_14,par_4_13,76.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_13,par_4_12,107.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_12,par_4_11,51.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_11,par_4_10,109.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_10,par_4_9,75.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_9,par_4_8,111.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_8,par_4_7,116.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_7,par_4_6,81.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_6,par_4_5,69.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_5,par_4_4,84.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_4,par_4_3,120.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_3,par_4_2,88.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_2,par_4_1,81.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_1,par_4_261,182.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_261,par_4_262,126.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_262,par_4_263,190.0,4__1___,4_I12-001_2023I12_2_1_4__1___
par_4_325,par_4_324,129.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_324,par_4_323,162.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_323,par_4_322,212.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_322,par_4_260,164.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_260,par_4_28,211.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_28,par_4_29,92.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_29,par_4_30,94.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_30,par_4_31,62.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_31,par_4_32,80.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_32,par_4_33,111.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_33,par_4_34,68.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_34,par_4_35,51.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_35,par_4_36,73.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_36,par_4_37,64.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_37,par_4_38,61.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_38,par_4_39,93.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_39,par_4_40,42.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_40,par_4_41,105.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_41,par_4_42,113.0,4__2___,4_I12-002_2023I12_1_1_4__2___
par_4_42,par_4_41,112.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_41,par_4_40,106.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_40,par_4_39,42.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_39,par_4_38,93.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_38,par_4_37,60.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_37,par_4_36,65.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_36,par_4_35,73.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_35,par_4_34,51.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_34,par_4_33,68.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_33,par_4_32,111.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_32,par_4_31,79.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_31,par_4_30,63.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_30,par_4_29,93.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_29,par_4_28,93.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_28,par_4_260,210.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_260,par_4_322,164.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_322,par_4_323,213.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_323,par_4_324,162.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_324,par_4_325,129.0,4__2___,4_I12-002_2023I12_2_1_4__2___
par_4_273,par_4_272,247.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_272,par_4_271,154.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_271,par_4_270,143.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_270,par_4_269,165.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_269,par_4_268,88.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_268,par_4_267,150.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_267,par_4_43,147.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_43,par_4_44,112.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_44,par_4_45,71.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_45,par_4_46,113.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_46,par_4_47,67.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_47,par_4_48,140.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_48,par_4_49,64.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_49,par_4_50,83.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_50,par_4_51,61.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_51,par_4_52,69.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_52,par_4_53,57.0,4__3___,4_I12-003_2023I12_1_1_4__3___
par_4_53,par_4_52,58.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_52,par_4_51,68.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_51,par_4_50,62.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_50,par_4_49,82.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_49,par_4_48,65.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_48,par_4_47,140.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_47,par_4_46,66.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_46,par_4_45,113.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_45,par_4_44,71.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_44,par_4_43,113.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_43,par_4_267,146.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_267,par_4_268,151.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_268,par_4_269,87.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_269,par_4_270,165.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_270,par_4_271,144.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_271,par_4_272,153.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_272,par_4_273,247.0,4__3___,4_I12-003_2023I12_2_1_4__3___
par_4_54,par_4_55,130.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_55,par_4_56,63.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_56,par_4_57,69.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_57,par_4_58,61.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_58,par_4_59,80.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_59,par_4_60,58.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_60,par_4_61,78.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_61,par_4_62,91.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_62,par_4_63,90.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_63,par_4_64,83.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_64,par_4_65,126.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_65,par_4_66,137.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_66,par_4_67,101.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_67,par_4_68,122.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_68,par_4_69,134.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_69,par_4_70,206.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_70,par_4_71,101.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_71,par_4_72,78.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_72,par_4_73,110.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_73,par_4_264,111.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_264,par_4_265,171.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_265,par_4_266,97.0,4__4___,4_I12-004_2023I12_1_1_4__4___
par_4_266,par_4_265,97.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_265,par_4_264,172.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_264,par_4_73,110.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_73,par_4_72,110.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_72,par_4_71,78.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_71,par_4_70,101.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_70,par_4_69,207.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_69,par_4_68,134.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_68,par_4_67,121.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_67,par_4_66,102.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_66,par_4_65,137.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_65,par_4_64,126.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_64,par_4_63,82.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_63,par_4_62,90.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_62,par_4_61,91.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_61,par_4_60,78.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_60,par_4_59,59.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_59,par_4_58,80.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_58,par_4_57,60.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_57,par_4_56,70.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_56,par_4_55,62.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_55,par_4_54,130.0,4__4___,4_I12-004_2023I12_2_1_4__4___
par_4_252,par_4_253,114.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_253,par_4_74,218.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_74,par_4_75,153.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_75,par_4_76,119.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_76,par_4_77,147.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_77,par_4_78,84.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_78,par_4_79,82.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_79,par_4_80,109.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_80,par_4_81,106.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_81,par_4_82,136.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_82,par_4_83,103.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_83,par_4_84,102.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_84,par_4_85,109.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_85,par_4_86,107.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_86,par_4_87,77.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_87,par_4_88,52.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_88,par_4_89,76.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_89,par_4_90,118.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_90,par_4_91,90.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_91,par_4_92,138.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_92,par_4_93,83.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_93,par_4_94,117.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_94,par_4_95,118.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_95,par_4_96,102.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_96,par_4_97,113.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_97,par_4_98,96.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_98,par_4_99,90.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_99,par_4_100,143.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_100,par_4_101,104.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_101,par_4_102,69.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_102,par_4_103,184.0,4__5___,4_I12-005_2023I12_1_1_4__5___
par_4_103,par_4_102,184.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_102,par_4_101,69.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_101,par_4_100,104.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_100,par_4_99,143.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_99,par_4_98,90.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_98,par_4_97,96.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_97,par_4_96,113.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_96,par_4_95,102.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_95,par_4_94,118.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_94,par_4_93,117.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_93,par_4_92,83.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_92,par_4_91,138.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_91,par_4_90,90.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_90,par_4_89,118.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_89,par_4_88,76.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_88,par_4_87,52.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_87,par_4_86,77.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_86,par_4_85,107.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_85,par_4_84,109.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_84,par_4_83,102.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_83,par_4_82,103.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_82,par_4_81,136.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_81,par_4_80,106.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_80,par_4_79,109.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_79,par_4_78,82.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_78,par_4_77,84.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_77,par_4_76,147.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_76,par_4_75,119.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_75,par_4_74,153.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_74,par_4_253,218.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_253,par_4_252,114.0,4__5___,4_I12-005_2023I12_2_1_4__5___
par_4_104,par_4_105,97.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_105,par_4_106,126.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_106,par_4_107,106.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_107,par_4_108,98.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_108,par_4_109,135.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_109,par_4_110,138.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_110,par_4_259,93.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_259,par_4_111,111.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_111,par_4_112,121.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_112,par_4_113,104.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_113,par_4_114,115.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_114,par_4_115,108.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_115,par_4_116,86.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_116,par_4_117,105.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_117,par_4_118,98.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_118,par_4_119,123.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_119,par_4_120,133.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_120,par_4_121,106.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_121,par_4_122,105.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_122,par_4_123,90.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_123,par_4_124,96.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_124,par_4_125,186.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_125,par_4_126,77.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_126,par_4_127,190.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_127,par_4_128,161.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_128,par_4_129,144.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_129,par_4_130,131.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_130,par_4_104,110.0,4__6___,4_I12-061_2023I12_1_1_4__6_1__
par_4_104,par_4_130,110.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_130,par_4_129,132.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_129,par_4_128,144.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_128,par_4_127,162.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_127,par_4_126,191.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_126,par_4_125,76.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_125,par_4_124,187.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_124,par_4_123,97.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_123,par_4_122,90.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_122,par_4_121,105.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_121,par_4_120,107.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_120,par_4_119,134.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_119,par_4_118,123.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_118,par_4_117,99.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_117,par_4_116,105.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_116,par_4_115,86.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_115,par_4_114,108.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_114,par_4_113,117.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_113,par_4_112,103.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_112,par_4_111,121.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_111,par_4_259,111.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_259,par_4_110,94.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_110,par_4_109,139.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_109,par_4_108,134.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_108,par_4_107,98.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_107,par_4_106,107.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_106,par_4_105,126.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_105,par_4_104,98.0,4__6___,4_I12-062_2023I12_1_1_4__6_2__
par_4_286,par_4_132,123.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_132,par_4_133,113.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_133,par_4_134,110.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_134,par_4_135,105.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_135,par_4_136,102.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_136,par_4_137,93.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_137,par_4_138,126.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_138,par_4_139,120.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_139,par_4_140,93.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_140,par_4_141,94.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_141,par_4_142,141.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_142,par_4_143,81.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_143,par_4_144,62.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_144,par_4_145,98.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_145,par_4_146,190.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_146,par_4_147,147.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_147,par_4_148,155.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_148,par_4_149,115.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_149,par_4_150,85.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_150,par_4_151,71.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_151,par_4_152,88.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_152,par_4_153,91.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_153,par_4_154,73.0,4__7__A_,4_I12-071_2023I12_1_1_4__7_A__
par_4_154,par_4_153,73.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
par_4_153,par_4_152,91.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
par_4_152,par_4_151,89.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
par_4_151,par_4_150,70.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
par_4_150,par_4_149,86.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
par_4_149,par_4_148,114.0,4__7__A_,4_I12-071_2023I12_2_1_4__7_A__
